,Light ID,%ICAO,I,H,V,C,S
2552,46,111.70,2960.59,-17.72,7.54,Y,✓
2553,46,111.70,7604.11,-13.31,8.81,Y,✓
2554,46,111.70,10044.02,-7.69,8.86,Y,✓
2555,46,111.70,9978.64,-2.51,8.51,Y,✓
2556,46,111.70,10073.05,2.40,8.15,Y,✓
2557,46,111.70,9968.99,7.51,8.64,Y,✓
2558,46,111.70,7579.20,13.27,7.79,Y,✓
2559,46,111.70,2983.90,18.12,7.39,Y,✓
2560,46,111.70,1506.16,-17.13,9.81,Y,✓
2561,46,111.70,3043.71,-11.55,10.03,Y,✓
2562,46,111.70,7611.92,-7.77,8.12,Y,✓
2563,46,111.70,7582.37,-2.12,8.74,Y,✓
2564,46,111.70,7520.92,3.84,8.91,Y,✓
2565,46,111.70,7611.16,8.01,10.00,Y,✓
2566,46,111.70,3071.81,13.41,9.30,Y,✓
2567,46,111.70,1504.58,17.94,8.43,Y,✓
2568,46,111.70,334.83,-17.42,10.72,Y,✓
2569,46,111.70,1594.14,-14.35,11.44,Y,✓
2570,46,111.70,3080.20,-7.40,11.27,Y,✓
2571,46,111.70,6002.59,-2.45,10.65,Y,✓
2572,46,111.70,6073.35,1.47,10.50,Y,✓
2573,46,111.70,2981.28,7.41,10.96,Y,✓
2574,46,111.70,1536.74,12.67,11.54,Y,✓
2575,46,111.70,238.33,17.23,10.89,Y,✓
2576,47,100.71,260.79,-18.08,1.02,Y,✓
2577,47,100.71,1554.60,-12.81,0.96,Y,✓
2578,47,100.71,3003.74,-6.64,0.50,Y,✓
2579,47,100.71,5952.15,-1.82,0.65,Y,✓
2580,47,100.71,6026.17,2.95,-0.10,Y,✓
2581,47,100.71,3108.52,8.84,1.47,Y,✓
2582,47,100.71,1505.77,13.12,-0.02,Y,✓
2583,47,100.71,335.79,18.09,0.80,Y,✓
2584,47,100.71,1452.75,-17.87,1.30,Y,✓
2585,47,100.71,3063.27,-12.63,1.77,Y,✓
2586,47,100.71,7587.82,-7.16,0.86,Y,✓
2587,47,100.71,7565.29,-1.95,1.99,Y,✓
2588,47,100.71,7488.96,2.82,2.64,Y,✓
2589,47,100.71,7451.72,8.38,2.37,Y,✓
2590,47,100.71,3111.87,13.45,1.05,Y,✓
2591,47,100.71,1552.79,19.53,1.91,Y,✓
2592,47,100.71,3081.56,-17.50,4.04,Y,✓
2593,47,100.71,7502.53,-12.94,2.82,Y,✓
2594,47,100.71,10080.33,-7.47,4.23,Y,✓
2595,47,100.71,9972.48,-3.22,4.22,Y,✓
2596,47,100.71,9958.05,2.08,2.58,Y,✓
2597,47,100.71,9939.68,8.21,3.86,Y,✓
2598,47,100.71,7505.73,12.45,2.60,Y,✓
2599,47,100.71,2912.58,17.93,2.28,Y,✓
2600,47,100.71,6129.89,-18.57,4.71,Y,✓
2601,47,100.71,7565.57,-12.79,5.91,Y,✓
2602,47,100.71,10044.04,-7.19,5.50,Y,✓
2603,47,100.71,12112.32,-2.87,5.66,Y,✓
2604,47,100.71,12014.89,3.48,4.76,Y,✓
2605,47,100.71,10109.61,9.88,6.23,Y,✓
2606,47,100.71,7484.68,13.77,4.58,Y,✓
2607,47,100.71,5944.83,18.59,4.41,Y,✓
2608,47,100.71,2982.69,-17.47,7.21,Y,✓
2609,47,100.71,7617.91,-13.19,7.18,Y,✓
2610,47,100.71,10065.62,-7.93,8.23,Y,✓
2611,47,100.71,9970.75,-2.25,7.76,Y,✓
2612,47,100.71,10052.07,2.82,8.76,Y,✓
2613,47,100.71,9955.48,8.34,7.87,Y,✓
2614,47,100.71,7576.45,14.60,8.36,Y,✓
2615,47,100.71,2959.24,19.18,8.79,Y,✓
2616,47,100.71,1474.15,-16.65,9.29,Y,✓
2617,47,100.71,3031.71,-12.65,9.63,Y,✓
2618,47,100.71,7597.22,-6.55,8.79,Y,✓
2619,47,100.71,7573.33,-1.08,8.71,Y,✓
2620,47,100.71,7498.87,4.24,10.00,Y,✓
2621,47,100.71,7571.96,8.95,9.68,Y,✓
2622,47,100.71,3074.31,13.63,8.90,Y,✓
2623,47,100.71,1510.17,18.93,9.32,Y,✓
2624,47,100.71,355.31,-18.17,10.29,Y,✓
2625,47,100.71,1574.88,-13.67,10.76,Y,✓
2626,47,100.71,3095.95,-8.68,12.12,Y,✓
2627,47,100.71,6026.95,-3.12,11.66,Y,✓
2628,47,100.71,6036.62,1.35,11.51,Y,✓
2629,47,100.71,3013.06,8.17,12.07,Y,✓
2630,47,100.71,1541.41,12.14,11.15,Y,✓
2631,47,100.71,253.40,18.26,11.32,Y,✓
2632,48,162.71,247.04,-18.40,0.59,W,✗
2633,48,162.71,1562.09,-12.09,0.82,W,✗
2634,48,162.71,2990.81,-6.47,1.22,W,✗
2635,48,162.71,5944.04,-1.61,0.59,W,✗
2636,48,162.71,6028.49,4.47,1.34,W,✗
2637,48,162.71,3071.76,8.27,1.33,W,✗
2638,48,162.71,1494.54,13.12,1.07,W,✗
2639,48,162.71,330.25,19.72,1.54,W,✗
2640,48,162.71,1456.88,-17.63,1.79,W,✗
2641,48,162.71,3029.51,-12.43,0.78,W,✗
2642,48,162.71,7596.83,-7.64,1.66,W,✗
2643,48,162.71,7574.77,-2.92,1.63,W,✗
2644,48,162.71,7484.36,2.87,1.62,W,✗
2645,48,162.71,7443.41,9.45,2.38,W,✗
2646,48,162.71,3101.78,13.15,1.77,W,✗
2647,48,162.71,1552.95,19.60,1.35,W,✗
2648,48,162.71,3111.55,-18.62,3.59,W,✗
2649,48,162.71,7505.35,-12.68,3.77,W,✗
2650,48,162.71,10070.26,-8.89,3.06,W,✗
2651,48,162.71,9983.92,-2.60,3.31,W,✗
2652,48,162.71,9956.71,2.57,3.59,W,✗
2653,48,162.71,9956.76,8.15,3.86,W,✗
2654,48,162.71,7500.69,12.18,3.32,W,✗
2655,48,162.71,2927.64,17.58,3.65,W,✗
2656,48,162.71,6081.20,-18.09,5.06,W,✗
2657,48,162.71,7600.11,-13.52,5.53,W,✗
2658,48,162.71,10050.65,-8.32,5.64,W,✗
2659,48,162.71,12093.02,-2.94,5.69,W,✗
2660,48,162.71,12004.60,2.64,4.36,W,✗
2661,48,162.71,10086.39,9.29,6.28,W,✗
2662,48,162.71,7475.04,13.17,5.16,W,✗
2663,48,162.71,5922.51,19.51,6.31,W,✗
2664,48,162.71,2969.60,-18.78,8.16,W,✗
2665,48,162.71,7607.65,-12.30,7.16,W,✗
2666,48,162.71,10066.17,-7.37,8.67,W,✗
2667,48,162.71,9984.71,-1.89,7.15,W,✗
2668,48,162.71,10039.16,3.97,7.60,W,✗
2669,48,162.71,9986.46,7.64,8.51,W,✗
2670,48,162.71,7581.23,13.21,8.07,W,✗
2671,48,162.71,2964.87,19.07,8.71,W,✗
2672,48,162.71,1459.05,-17.01,9.43,W,✗
2673,48,162.71,3019.77,-11.37,10.05,W,✗
2674,48,162.71,7603.88,-7.52,9.38,W,✗
2675,48,162.71,7576.08,-1.93,8.91,W,✗
2676,48,162.71,7529.64,4.17,9.48,W,✗
2677,48,162.71,7590.82,9.28,8.10,W,✗
2678,48,162.71,3093.68,14.36,8.92,W,✗
2679,48,162.71,1484.62,18.82,9.75,W,✗
2680,48,162.71,351.88,-18.58,11.70,W,✗
2681,48,162.71,1578.69,-14.40,11.80,W,✗
2682,48,162.71,3115.80,-8.35,11.20,W,✗
2683,48,162.71,6011.89,-2.14,10.68,W,✗
2684,48,162.71,6043.26,1.81,12.03,W,✗
2685,48,162.71,2991.37,7.76,10.99,W,✗
2686,48,162.71,1533.61,13.07,10.23,W,✗
2687,48,162.71,209.97,17.70,10.59,W,✗
2688,49,196.66,250.41,-18.45,1.32,G,✓
2689,49,196.66,1546.69,-11.67,1.60,G,✓
2690,49,196.66,2997.60,-6.41,1.55,G,✓
2691,49,196.66,5922.09,-2.75,-0.03,G,✓
2692,49,196.66,6025.27,4.19,0.77,G,✓
2693,49,196.66,3113.50,8.53,1.02,G,✓
2694,49,196.66,1504.20,13.27,1.67,G,✓
2695,49,196.66,345.73,19.88,0.15,G,✓
2696,49,196.66,1474.95,-18.89,1.02,G,✓
2697,49,196.66,3049.21,-12.44,0.73,G,✓
2698,49,196.66,7577.45,-7.01,2.32,G,✓
2699,49,196.66,7591.37,-2.30,2.45,G,✓
2700,49,196.66,7482.99,3.62,2.61,G,✓
2701,49,196.66,7459.46,9.30,2.27,G,✓
2702,49,196.66,3121.82,12.94,2.64,G,✓
2703,49,196.66,1531.80,18.31,1.91,G,✓
2704,49,196.66,3099.21,-18.85,2.86,G,✓
2705,49,196.66,7496.39,-13.23,3.12,G,✓
2706,49,196.66,10088.99,-7.19,3.72,G,✓
2707,49,196.66,9975.46,-2.91,2.78,G,✓
2708,49,196.66,9969.85,2.15,2.83,G,✓
2709,49,196.66,9931.46,8.86,3.53,G,✓
2710,49,196.66,7507.26,13.65,3.54,G,✓
2711,49,196.66,2914.76,18.72,2.34,G,✓
2712,49,196.66,6120.74,-18.72,4.95,G,✓
2713,49,196.66,7587.25,-12.91,5.00,G,✓
2714,49,196.66,10075.74,-8.16,6.20,G,✓
2715,49,196.66,12083.21,-1.82,5.31,G,✓
2716,49,196.66,11989.95,4.20,6.00,G,✓
2717,49,196.66,10116.36,9.66,5.93,G,✓
2718,49,196.66,7465.29,14.95,4.75,G,✓
2719,49,196.66,5941.10,19.15,4.46,G,✓
2720,49,196.66,2979.44,-18.49,8.18,G,✓
2721,49,196.66,7584.62,-12.10,8.45,G,✓
2722,49,196.66,10069.53,-8.11,7.99,G,✓
2723,49,196.66,9947.33,-2.64,8.03,G,✓
2724,49,196.66,10079.11,3.70,7.60,G,✓
2725,49,196.66,9984.35,9.11,8.79,G,✓
2726,49,196.66,7580.75,14.33,7.41,G,✓
2727,49,196.66,2975.03,19.64,9.04,G,✓
2728,49,196.66,1507.17,-16.83,9.00,G,✓
2729,49,196.66,3053.95,-12.50,9.91,G,✓
2730,49,196.66,7575.61,-7.16,9.81,G,✓
2731,49,196.66,7559.48,-2.09,8.65,G,✓
2732,49,196.66,7509.43,2.63,9.31,G,✓
2733,49,196.66,7607.89,8.99,8.49,G,✓
2734,49,196.66,3055.53,13.52,9.96,G,✓
2735,49,196.66,1489.00,19.06,8.32,G,✓
2736,49,196.66,338.08,-18.28,10.20,G,✓
2737,49,196.66,1563.29,-13.81,11.96,G,✓
2738,49,196.66,3106.70,-8.84,11.22,G,✓
2739,49,196.66,6020.16,-2.99,11.15,G,✓
2740,49,196.66,6047.33,1.69,10.51,G,✓
2741,49,196.66,2994.72,7.43,10.46,G,✓
2742,49,196.66,1520.90,12.10,10.54,G,✓
2743,49,196.66,216.26,17.01,11.53,G,✓
2744,50,52.00,255.66,-18.48,0.48,R,✓
2745,50,52.00,1516.98,-12.84,0.97,R,✓
2746,50,52.00,2996.04,-6.74,0.75,R,✓
2747,50,52.00,5960.20,-2.15,1.52,R,✓
2748,50,52.00,6043.12,2.52,1.27,R,✓
2749,50,52.00,3072.47,9.35,0.31,R,✓
2750,50,52.00,1476.22,13.46,-0.00,R,✓
2751,50,52.00,347.02,18.17,0.57,R,✓
2752,50,52.00,1444.41,-18.51,2.08,R,✓
2753,50,52.00,3065.56,-13.67,1.30,R,✓
2754,50,52.00,7595.87,-8.42,2.54,R,✓
2755,50,52.00,7572.40,-1.38,0.91,R,✓
2756,50,52.00,7454.81,2.73,1.23,R,✓
2757,50,52.00,7476.29,9.43,2.64,R,✓
2758,50,52.00,3087.21,13.77,1.04,R,✓
2759,50,52.00,1529.31,18.65,2.37,R,✓
2760,50,52.00,3111.19,-18.86,2.39,R,✓
2761,50,52.00,7518.24,-12.77,3.65,R,✓
2762,50,52.00,10074.44,-8.55,2.35,R,✓
2763,50,52.00,9991.94,-3.37,3.24,R,✓
2764,50,52.00,9965.07,2.07,3.82,R,✓
2765,50,52.00,9954.89,7.60,4.19,R,✓
2766,50,52.00,7536.23,12.50,3.25,R,✓
2767,50,52.00,2950.65,17.18,3.06,R,✓
2768,50,52.00,6127.74,-16.85,5.35,R,✓
2769,50,52.00,7582.66,-13.14,5.36,R,✓
2770,50,52.00,10048.62,-6.41,4.59,R,✓
2771,50,52.00,12080.18,-1.83,4.41,R,✓
2772,50,52.00,12013.32,3.66,5.73,R,✓
2773,50,52.00,10093.00,8.05,5.24,R,✓
2774,50,52.00,7473.18,14.64,4.63,R,✓
2775,50,52.00,5926.01,19.14,4.87,R,✓
2776,50,52.00,2979.39,-17.02,7.37,R,✓
2777,50,52.00,7580.53,-12.66,8.47,R,✓
2778,50,52.00,10033.93,-8.03,8.55,R,✓
2779,50,52.00,9964.16,-1.40,7.14,R,✓
2780,50,52.00,10076.48,2.65,7.66,R,✓
2781,50,52.00,9963.98,8.16,8.35,R,✓
2782,50,52.00,7599.60,13.07,7.38,R,✓
2783,50,52.00,2961.56,17.86,8.63,R,✓
2784,50,52.00,1499.31,-16.64,9.75,R,✓
2785,50,52.00,3033.07,-11.86,9.01,R,✓
2786,50,52.00,7584.43,-6.74,8.58,R,✓
2787,50,52.00,7569.04,-1.40,8.87,R,✓
2788,50,52.00,7507.09,2.45,9.24,R,✓
2789,50,52.00,7597.22,8.62,9.64,R,✓
2790,50,52.00,3092.09,13.43,9.80,R,✓
2791,50,52.00,1492.08,18.62,9.78,R,✓
2792,50,52.00,355.99,-17.76,11.99,R,✓
2793,50,52.00,1581.82,-12.52,11.72,R,✓
2794,50,52.00,3106.53,-8.18,12.05,R,✓
2795,50,52.00,6021.17,-2.43,11.98,R,✓
2796,50,52.00,6042.49,1.56,11.74,R,✓
2797,50,52.00,3019.31,8.19,10.34,R,✓
2798,50,52.00,1548.80,13.13,11.53,R,✓
2799,50,52.00,229.28,18.12,11.86,R,✓
2800,51,192.29,235.06,-18.41,1.62,R,✓
2801,51,192.29,1551.95,-11.84,0.11,R,✓
2802,51,192.29,2986.35,-6.68,0.05,R,✓
2803,51,192.29,5960.75,-1.15,0.67,R,✓
2804,51,192.29,5998.81,2.94,0.55,R,✓
2805,51,192.29,3067.17,9.43,-0.23,R,✓
2806,51,192.29,1464.56,13.77,1.49,R,✓
2807,51,192.29,330.51,19.74,0.11,R,✓
2808,51,192.29,1461.58,-18.89,2.39,R,✓
2809,51,192.29,3025.90,-12.18,0.94,R,✓
2810,51,192.29,7571.44,-7.12,2.08,R,✓
2811,51,192.29,7588.53,-1.51,1.49,R,✓
2812,51,192.29,7480.93,3.26,0.70,R,✓
2813,51,192.29,7476.46,7.60,0.66,R,✓
2814,51,192.29,3119.69,13.86,2.22,R,✓
2815,51,192.29,1568.70,19.04,1.41,R,✓
2816,51,192.29,3096.86,-18.95,3.00,R,✓
2817,51,192.29,7516.05,-12.19,2.51,R,✓
2818,51,192.29,10081.87,-8.31,2.93,R,✓
2819,51,192.29,9994.81,-3.39,3.35,R,✓
2820,51,192.29,9976.03,3.08,2.60,R,✓
2821,51,192.29,9942.77,8.47,3.68,R,✓
2822,51,192.29,7531.62,12.88,4.00,R,✓
2823,51,192.29,2950.30,17.12,2.44,R,✓
2824,51,192.29,6089.39,-18.68,5.74,R,✓
2825,51,192.29,7593.66,-13.27,6.12,R,✓
2826,51,192.29,10073.90,-8.13,6.27,R,✓
2827,51,192.29,12075.91,-1.02,4.69,R,✓
2828,51,192.29,11995.66,3.87,6.15,R,✓
2829,51,192.29,10115.33,8.43,4.73,R,✓
2830,51,192.29,7487.95,14.80,4.98,R,✓
2831,51,192.29,5940.01,19.58,6.23,R,✓
2832,51,192.29,2998.58,-18.77,7.75,R,✓
2833,51,192.29,7613.99,-12.31,7.13,R,✓
2834,51,192.29,10037.02,-7.72,7.57,R,✓
2835,51,192.29,9983.12,-1.70,9.04,R,✓
2836,51,192.29,10071.13,3.59,9.03,R,✓
2837,51,192.29,9994.71,7.60,8.00,R,✓
2838,51,192.29,7569.26,14.08,8.02,R,✓
2839,51,192.29,2975.57,18.45,7.74,R,✓
2840,51,192.29,1500.60,-17.42,9.51,R,✓
2841,51,192.29,3047.55,-11.97,9.64,R,✓
2842,51,192.29,7583.90,-6.96,9.84,R,✓
2843,51,192.29,7564.33,-2.54,8.43,R,✓
2844,51,192.29,7516.33,2.69,9.58,R,✓
2845,51,192.29,7569.54,8.65,9.24,R,✓
2846,51,192.29,3083.90,13.59,9.70,R,✓
2847,51,192.29,1516.58,18.32,9.23,R,✓
2848,51,192.29,368.30,-17.73,11.95,R,✓
2849,51,192.29,1572.85,-14.11,11.26,R,✓
2850,51,192.29,3110.20,-7.58,10.35,R,✓
2851,51,192.29,6030.61,-3.88,11.65,R,✓
2852,51,192.29,6069.82,2.79,11.22,R,✓
2853,51,192.29,3026.38,6.96,10.30,R,✓
2854,51,192.29,1563.46,12.35,10.54,R,✓
2855,51,192.29,213.57,16.76,10.90,R,✓
2856,52,137.55,259.95,-18.54,1.64,G,✗
2857,52,137.55,1546.78,-12.41,0.32,G,✗
2858,52,137.55,2992.90,-6.45,0.64,G,✗
2859,52,137.55,5941.59,-1.71,1.32,G,✗
2860,52,137.55,6044.37,3.24,0.98,G,✗
2861,52,137.55,3067.23,9.19,0.80,G,✗
2862,52,137.55,1494.67,13.61,-0.03,G,✗
2863,52,137.55,313.86,18.22,1.35,G,✗
2864,52,137.55,1474.66,-18.70,1.51,G,✗
2865,52,137.55,3059.47,-13.63,1.01,G,✗
2866,52,137.55,7599.22,-8.69,0.73,G,✗
2867,52,137.55,7589.01,-2.79,1.87,G,✗
2868,52,137.55,7480.81,2.98,2.44,G,✗
2869,52,137.55,7474.01,8.10,1.14,G,✗
2870,52,137.55,3130.44,14.16,1.05,G,✗
2871,52,137.55,1563.07,19.26,1.98,G,✗
2872,52,137.55,3095.26,-17.89,3.73,G,✗
2873,52,137.55,7491.99,-13.19,2.43,G,✗
2874,52,137.55,10086.59,-7.27,2.96,G,✗
2875,52,137.55,9996.20,-1.76,3.44,G,✗
2876,52,137.55,9990.13,3.35,2.48,G,✗
2877,52,137.55,9962.33,7.92,3.32,G,✗
2878,52,137.55,7524.02,13.06,3.16,G,✗
2879,52,137.55,2937.48,18.84,2.70,G,✗
2880,52,137.55,6097.21,-18.01,4.89,G,✗
2881,52,137.55,7583.35,-12.54,5.21,G,✗
2882,52,137.55,10084.79,-8.19,5.60,G,✗
2883,52,137.55,12073.02,-2.71,4.99,G,✗
2884,52,137.55,12012.69,3.88,5.83,G,✗
2885,52,137.55,10132.14,8.08,4.73,G,✗
2886,52,137.55,7499.84,13.29,4.86,G,✗
2887,52,137.55,5928.02,19.83,6.03,G,✗
2888,52,137.55,2979.64,-18.15,7.81,G,✗
2889,52,137.55,7594.58,-12.26,8.76,G,✗
2890,52,137.55,10065.11,-6.83,8.68,G,✗
2891,52,137.55,9971.75,-3.06,8.08,G,✗
2892,52,137.55,10071.15,2.48,8.95,G,✗
2893,52,137.55,9954.46,7.94,8.35,G,✗
2894,52,137.55,7573.30,13.29,8.07,G,✗
2895,52,137.55,2975.41,18.57,9.08,G,✗
2896,52,137.55,1473.42,-16.53,8.50,G,✗
2897,52,137.55,3046.14,-12.79,8.81,G,✗
2898,52,137.55,7611.20,-6.50,9.85,G,✗
2899,52,137.55,7560.78,-1.43,9.15,G,✗
2900,52,137.55,7523.89,2.68,9.89,G,✗
2901,52,137.55,7568.63,8.64,8.46,G,✗
2902,52,137.55,3067.33,13.26,10.04,G,✗
2903,52,137.55,1489.88,18.58,8.50,G,✗
2904,52,137.55,336.91,-19.19,10.66,G,✗
2905,52,137.55,1597.19,-12.70,12.11,G,✗
2906,52,137.55,3086.29,-8.21,10.87,G,✗
2907,52,137.55,6002.16,-3.06,11.05,G,✗
2908,52,137.55,6073.88,3.25,11.88,G,✗
2909,52,137.55,2982.64,7.11,10.38,G,✗
2910,52,137.55,1544.13,12.02,10.92,G,✗
2911,52,137.55,254.60,16.88,10.21,G,✗
2912,53,188.94,264.76,-18.32,0.58,R,✓
2913,53,188.94,1537.82,-13.57,1.15,R,✓
2914,53,188.94,2985.48,-7.13,0.49,R,✓
2915,53,188.94,5925.52,-2.86,0.74,R,✓
2916,53,188.94,6045.39,4.01,-0.17,R,✓
2917,53,188.94,3071.64,8.51,1.08,R,✓
2918,53,188.94,1507.77,14.45,0.76,R,✓
2919,53,188.94,305.45,19.08,0.06,R,✓
2920,53,188.94,1470.85,-18.69,2.24,R,✓
2921,53,188.94,3025.45,-12.07,2.30,R,✓
2922,53,188.94,7581.46,-8.23,2.54,R,✓
2923,53,188.94,7581.55,-3.14,1.28,R,✓
2924,53,188.94,7474.33,2.14,2.17,R,✓
2925,53,188.94,7468.43,7.66,2.16,R,✓
2926,53,188.94,3083.02,13.48,2.11,R,✓
2927,53,188.94,1540.06,17.89,0.75,R,✓
2928,53,188.94,3118.46,-17.37,4.12,R,✓
2929,53,188.94,7514.27,-13.54,3.52,R,✓
2930,53,188.94,10064.02,-8.25,2.56,R,✓
2931,53,188.94,9976.26,-2.84,3.97,R,✓
2932,53,188.94,9970.19,3.00,3.34,R,✓
2933,53,188.94,9955.38,7.77,3.35,R,✓
2934,53,188.94,7520.11,13.84,3.71,R,✓
2935,53,188.94,2923.41,17.58,2.24,R,✓
2936,53,188.94,6088.67,-18.24,5.85,R,✓
2937,53,188.94,7578.75,-13.26,4.39,R,✓
2938,53,188.94,10060.66,-7.68,4.41,R,✓
2939,53,188.94,12078.51,-1.68,4.53,R,✓
2940,53,188.94,12002.70,2.71,4.40,R,✓
2941,53,188.94,10132.21,7.94,5.86,R,✓
2942,53,188.94,7484.12,13.64,6.34,R,✓
2943,53,188.94,5914.39,18.51,5.45,R,✓
2944,53,188.94,2985.49,-17.42,8.75,R,✓
2945,53,188.94,7577.89,-13.28,8.86,R,✓
2946,53,188.94,10031.24,-7.22,7.13,R,✓
2947,53,188.94,9973.06,-1.40,7.20,R,✓
2948,53,188.94,10061.36,2.61,8.99,R,✓
2949,53,188.94,9966.23,8.25,8.15,R,✓
2950,53,188.94,7593.85,12.80,9.11,R,✓
2951,53,188.94,2966.72,18.08,8.19,R,✓
2952,53,188.94,1472.96,-18.03,9.59,R,✓
2953,53,188.94,3062.62,-11.98,9.95,R,✓
2954,53,188.94,7584.00,-6.19,8.89,R,✓
2955,53,188.94,7568.02,-1.53,9.46,R,✓
2956,53,188.94,7515.09,4.24,10.07,R,✓
2957,53,188.94,7598.54,8.47,8.10,R,✓
2958,53,188.94,3053.68,13.42,8.12,R,✓
2959,53,188.94,1487.45,18.96,9.76,R,✓
2960,53,188.94,365.51,-19.12,10.28,R,✓
2961,53,188.94,1594.61,-12.45,10.69,R,✓
2962,53,188.94,3091.61,-8.01,11.57,R,✓
2963,53,188.94,6029.88,-2.49,10.60,R,✓
2964,53,188.94,6033.23,1.87,12.16,R,✓
2965,53,188.94,3006.37,8.37,11.91,R,✓
2966,53,188.94,1560.35,13.20,11.56,R,✓
2967,53,188.94,225.21,18.40,12.18,R,✓
2968,54,164.60,226.15,-18.46,1.68,Y,✗
2969,54,164.60,1545.23,-12.96,-0.11,Y,✗
2970,54,164.60,3020.67,-6.62,1.46,Y,✗
2971,54,164.60,5954.08,-2.77,0.22,Y,✗
2972,54,164.60,6008.46,3.40,1.70,Y,✗
2973,54,164.60,3075.37,9.12,1.54,Y,✗
2974,54,164.60,1465.93,13.36,0.09,Y,✗
2975,54,164.60,335.84,18.91,0.82,Y,✗
2976,54,164.60,1451.20,-18.23,1.46,Y,✗
2977,54,164.60,3071.96,-13.99,1.15,Y,✗
2978,54,164.60,7554.45,-8.06,1.30,Y,✗
2979,54,164.60,7578.56,-2.27,2.24,Y,✗
2980,54,164.60,7484.28,3.51,1.45,Y,✗
2981,54,164.60,7475.48,8.76,0.88,Y,✗
2982,54,164.60,3111.54,13.63,2.40,Y,✗
2983,54,164.60,1572.12,19.27,0.97,Y,✗
2984,54,164.60,3072.81,-18.18,2.35,Y,✗
2985,54,164.60,7513.13,-14.06,3.33,Y,✗
2986,54,164.60,10088.13,-8.34,3.98,Y,✗
2987,54,164.60,9995.86,-3.36,3.24,Y,✗
2988,54,164.60,9963.35,2.23,2.96,Y,✗
2989,54,164.60,9962.54,7.98,2.85,Y,✗
2990,54,164.60,7528.29,13.94,2.96,Y,✗
2991,54,164.60,2936.64,18.47,2.90,Y,✗
2992,54,164.60,6089.29,-18.00,6.33,Y,✗
2993,54,164.60,7600.89,-12.81,4.95,Y,✗
2994,54,164.60,10069.94,-7.53,5.70,Y,✗
2995,54,164.60,12116.31,-1.14,4.53,Y,✗
2996,54,164.60,12000.44,3.13,5.49,Y,✗
2997,54,164.60,10119.41,8.79,6.12,Y,✗
2998,54,164.60,7481.51,13.90,4.80,Y,✗
2999,54,164.60,5944.46,19.97,4.67,Y,✗
3000,54,164.60,2956.63,-17.40,7.54,Y,✗
3001,54,164.60,7577.17,-13.44,7.62,Y,✗
3002,54,164.60,10051.70,-7.63,8.84,Y,✗
3003,54,164.60,9995.01,-1.82,8.21,Y,✗
3004,54,164.60,10046.76,2.94,8.15,Y,✗
3005,54,164.60,9957.37,8.91,7.73,Y,✗
3006,54,164.60,7587.08,13.92,7.76,Y,✗
3007,54,164.60,2951.56,18.69,8.43,Y,✗
3008,54,164.60,1490.78,-17.97,9.38,Y,✗
3009,54,164.60,3048.46,-12.37,9.29,Y,✗
3010,54,164.60,7577.19,-7.98,9.05,Y,✗
3011,54,164.60,7568.29,-2.34,9.21,Y,✗
3012,54,164.60,7502.60,3.31,9.18,Y,✗
3013,54,164.60,7578.99,8.56,8.57,Y,✗
3014,54,164.60,3086.28,13.54,8.54,Y,✗
3015,54,164.60,1520.85,19.02,9.22,Y,✗
3016,54,164.60,338.95,-18.42,10.50,Y,✗
3017,54,164.60,1576.18,-13.39,11.53,Y,✗
3018,54,164.60,3097.87,-8.97,11.93,Y,✗
3019,54,164.60,6035.00,-3.43,11.28,Y,✗
3020,54,164.60,6075.53,3.27,11.24,Y,✗
3021,54,164.60,3015.89,6.90,11.73,Y,✗
3022,54,164.60,1528.70,13.05,11.47,Y,✗
3023,54,164.60,213.27,17.97,11.82,Y,✗
